x	y	label
585061.4	2331950	crop
566720.3	2305557	crop
510653	2388172	crop
570144.4	2324605	crop
618712.6	2342592	crop
580308.8	2313303	crop
513820.2	2372930	crop
526019.4	2354874	crop
579823.9	2330760	crop
588898.9	2316113	crop
579576.9	2331595	crop
491089.7	2388438	crop
581699.6	2301579	crop
590645.8	2330991	crop
557131.7	2315520	crop
593045.3	2331759	crop
597736	2299350	crop
501688.8	2383851	crop
511222.4	2397333	crop
491397.3	2351868	crop
610813.3	2315874	crop
602204.9	2304982	crop
494646.8	2385707	crop
505100.4	2360035	crop
548529.1	2319301	crop
566274.4	2333044	crop
616092.3	2291774	crop
513353.8	2396087	crop
572931.5	2328090	crop
538551.1	2366831	crop
603407.9	2295581	crop
593899.8	2307048	crop
604200.8	2307435	crop
600250.3	2288807	crop
516749.6	2365840	crop
614074.2	2330258	crop
575484.9	2322634	crop
581722.9	2338289	crop
595336.5	2334976	crop
618176.1	2287139	crop
614448.4	2290941	crop
546698.8	2329104	crop
571893.8	2334676	crop
518860.1	2353427	crop
532772.2	2374464	crop
615181.4	2285749	crop
582110.7	2351181	crop
603019	2324283	crop
597260.3	2291185	crop
625200.8	2287732	crop
552332.4	2323758	crop
612989.5	2313295	crop
529862.9	2338224	crop
526456.9	2361928	crop
615549.2	2291937	crop
533792.9	2355806	crop
618797.8	2314100	crop
562669.1	2313621	crop
605725.9	2326394	crop
497367.5	2387185	crop
597927.4	2333356	crop
554440.4	2325416	crop
574180.9	2319568	crop
605834.3	2339532	crop
570138.6	2333208	crop
526888.8	2355268	crop
523733.6	2381488	crop
612794.4	2324974	crop
624843.9	2285826	crop
605329.6	2313336	crop
574232.3	2306479	crop
554799.5	2324911	crop
550079.6	2319272	crop
537912.7	2364179	crop
522511.3	2393714	crop
624150.9	2339708	crop
574196.8	2344601	crop
540191.3	2341454	crop
571125.8	2326595	crop
546127.8	2341307	crop
598097.3	2326359	crop
508999.6	2367810	crop
528006.6	2329348	crop
605409.7	2301349	crop
578072.3	2351391	crop
524077.9	2358582	crop
609193.9	2325154	crop
535918.2	2344139	crop
624703.9	2287541	crop
614872.1	2303326	crop
608481.2	2281759	crop
503783.9	2363091	crop
487432.4	2354646	crop
601761.6	2308428	crop
512267.4	2369081	crop
611581.5	2316457	crop
494948.9	2354976	crop
547293.6	2322829	crop
510933.8	2336804	crop
555297.8	2318099	crop
604723.9	2294094	crop
604845.9	2326649	crop
591430.1	2325490	crop
613453.4	2282191	crop
599319.8	2291777	crop
603539.3	2303463	crop
583419.4	2316176	crop
624180.2	2284854	crop
579662.6	2302432	crop
534928.6	2351575	crop
579632.6	2340560	crop
506007.1	2386577	crop
593608.3	2319757	crop
540378.8	2364121	crop
571662.1	2337324	crop
500449.8	2376960	crop
524128.8	2374595	crop
493555.7	2343449	crop
547486.9	2325140	crop
521757.2	2376476	crop
600896.9	2307399	crop
580963.3	2355211	crop
619973.6	2298041	crop
522219.4	2377108	crop
574259.3	2284064	crop
594392.9	2306091	crop
621402.8	2292076	crop
572785.4	2282738	crop
548730.3	2338703	crop
510855.5	2396745	crop
617746.9	2346183	crop
525944.9	2323934	crop
577387.1	2351666	crop
567656.3	2337273	crop
597468	2315581	crop
515659.5	2355642	crop
540527.6	2343472	crop
600776.5	2324266	crop
596884.8	2317984	crop
577837.1	2354949	crop
619474.6	2296527	crop
570784.3	2331012	crop
526441.7	2322321	crop
589734.3	2312653	crop
594303.4	2342697	crop
571196.9	2323536	crop
607980.5	2343193	crop
515044.6	2373693	crop
607681.6	2320541	crop
588104.9	2307074	crop
591858.6	2299366	crop
620481.4	2340751	crop
621623.6	2291859	crop
603532.6	2300139	crop
501222.8	2382013	crop
511769.1	2385705	crop
573224.7	2322703	crop
549775.4	2323422	crop
563813.3	2329548	crop
499696.3	2383749	crop
606715.8	2300723	crop
576396.1	2298499	crop
595004.2	2349909	crop
583101.4	2319779	crop
617509.8	2314877	crop
619027	2295691	crop
607573	2299171	crop
577732.7	2337936	crop
557737.9	2320329	crop
591428.6	2331363	crop
580959.6	2294164	crop
589485.9	2336498	crop
586922.6	2360860	crop
610435.7	2335224	crop
584852.9	2360203	crop
612149.7	2339432	crop
589818.7	2337496	crop
587151.4	2340236	crop
494767.1	2375083	crop
621324.3	2336905	crop
602930.9	2329648	crop
607666.2	2288618	crop
606154.5	2314488	crop
593075.8	2302913	crop
624181.6	2292654	crop
617949.7	2309032	crop
598728.6	2285959	crop
534518.6	2371876	crop
612357.8	2336301	crop
497737.4	2380703	crop
538252.6	2333896	crop
599357.1	2314082	crop
596300.3	2312329	crop
608620.8	2298777	crop
574679.8	2333360	crop
537182.5	2367363	crop
564238.7	2328907	crop
491915.3	2350849	crop
575709.6	2315919	crop
533095.3	2352766	crop
526217.8	2378721	crop
515461.3	2396925	crop
575112.9	2278267	crop
558041.6	2332886	crop
506645.9	2369501	crop
601593.4	2326091	crop
529670.8	2379364	crop
601581.2	2345712	crop
604724.2	2311706	crop
607600.3	2312916	crop
576620.8	2339255	crop
586013.7	2330927	crop
521555.2	2386482	crop
584216	2313374	crop
591653.9	2299988	crop
511904.6	2390498	crop
613762.6	2338159	crop
514641.6	2367121	crop
574799.6	2338159	crop
573643.5	2319994	crop
575132.9	2312106	crop
512569.2	2371023	crop
490411.4	2382926	crop
595523.2	2297258	crop
532314.2	2372194	crop
572015.9	2341114	crop
540826.8	2339905	crop
528913.5	2319239	crop
634052	2335265	crop
509891.3	2379136	crop
545076.2	2322578	crop
607514.1	2343901	crop
558745.9	2332894	crop
571006.3	2294064	crop
568731.6	2338989	crop
577920.1	2323616	crop
496394	2361504	crop
585480.4	2339005	crop
585626.3	2307079	crop
517034.3	2394370	crop
578208.3	2338994	crop
533895.7	2371964	crop
602918	2327224	crop
567992.5	2323185	crop
565315.4	2313000	crop
535107.1	2366688	crop
578386.3	2347115	crop
586843.4	2352505	crop
619817.3	2295401	crop
610375.1	2293181	crop
622318.1	2321520	crop
496870.7	2367428	crop
610951.3	2321553	crop
612024.5	2307830	crop
601106.3	2318015	crop
570559.4	2329601	crop
569879.4	2345487	crop
585706.8	2340368	crop
527228.1	2330383	crop
557327.4	2320086	crop
516274.9	2372964	crop
582768.8	2301151	crop
509383.1	2339173	crop
602416	2294133	crop
514608.9	2389927	crop
502303.3	2385070	crop
608700.6	2296885	crop
505169.9	2382786	crop
623365.3	2332564	crop
532411.8	2370445	crop
600595.7	2333978	crop
518566.3	2354913	crop
513099.5	2398798	crop
564035.8	2325709	crop
494498.9	2374560	crop
584121.8	2336288	crop
603868.4	2343178	crop
529970.2	2353375	crop
613465.4	2334128	crop
502775.6	2386684	crop
613921.1	2315573	crop
600903.1	2330901	crop
497260.4	2341607	forest
507649.8	2323291	forest
507203.1	2352722	forest
528136.1	2380732	forest
515382.5	2324692	forest
582963.5	2356707	forest
491432.4	2346483	forest
508052.5	2340126	forest
485409.3	2360589	forest
500077.1	2358168	forest
494011.6	2352287	forest
585011.9	2354062	forest
515057.5	2316961	forest
559878.3	2332448	forest
523614.6	2363563	forest
567749.9	2296040	forest
509238.3	2354957	forest
498290.3	2393327	forest
521555	2325713	forest
525320.7	2360459	forest
507770.8	2358146	forest
506334.2	2331338	forest
512832.2	2398786	forest
551378.6	2322967	forest
533529.4	2361541	forest
539506.3	2325875	forest
521951.6	2334862	forest
571909.3	2283887	forest
501897.1	2326149	forest
487179	2381745	forest
488403.2	2351829	forest
486421	2359038	forest
491508.1	2381994	forest
517581	2352623	forest
500438.8	2376126	forest
514587.2	2323078	forest
510925.1	2349286	forest
589588.6	2350785	forest
545958.7	2320514	forest
531223	2320604	forest
518847.8	2386283	forest
503014.1	2364067	forest
504512.7	2329980	forest
499552.6	2337363	forest
497836.1	2382971	forest
530840.1	2315307	forest
558362	2317808	forest
509804.6	2355079	forest
514174.3	2334716	forest
509159.7	2357494	forest
583671.4	2340566	forest
492545.5	2363425	forest
539494.3	2327856	forest
497465	2364362	forest
524024.5	2340181	forest
509841.9	2342999	forest
542152.8	2325795	forest
483872.9	2357955	forest
519335.4	2374957	forest
505279.6	2349226	forest
490769.4	2384125	forest
535734.4	2335338	forest
515587.7	2387703	forest
491065.9	2364767	forest
494882.9	2366027	forest
536816.9	2326050	forest
511825.8	2340560	forest
522355	2326905	forest
523233.1	2321411	forest
519673.2	2336734	forest
520365.8	2341225	forest
492088.6	2358547	forest
522360.8	2379770	forest
493927	2366169	forest
496520.4	2351322	forest
507550.7	2330209	forest
576507.1	2278570	forest
525522.1	2327639	forest
494345.3	2331195	forest
545217	2320355	forest
494394.2	2359244	forest
492458.3	2367064	forest
498595.7	2334364	forest
496805.9	2345258	forest
515565.9	2350498	forest
522654.6	2383046	forest
508991.2	2321930	forest
524539.7	2331864	forest
503297.3	2385991	forest
496761.5	2332471	forest
489185.4	2365499	forest
498626.5	2333198	forest
501580.6	2359742	forest
505001.7	2339811	forest
492954.9	2376162	forest
554721.1	2314440	forest
586999.6	2355473	forest
495958.7	2347215	forest
501383.1	2362622	forest
508104.4	2381170	forest
488451.5	2346692	forest
559107.6	2301720	forest
500407.9	2333467	forest
494245.8	2379142	forest
511268.3	2359174	forest
510234.7	2381988	forest
521301.4	2390000	forest
522474.9	2329382	forest
501458.5	2329959	forest
510713.3	2356464	forest
494962.5	2330134	forest
511608.8	2327653	forest
494552.6	2389450	forest
516608.8	2371802	forest
487003	2339590	forest
514116.4	2383240	forest
509723.4	2356080	forest
521356.9	2387141	forest
513207.7	2354979	forest
500698.7	2328018	forest
491991.4	2360668	forest
495833	2368546	forest
486104.5	2342731	forest
497618.3	2360497	forest
575749.3	2280929	forest
525102.5	2316755	forest
492941.9	2340772	forest
493626.3	2361418	forest
514226.5	2357704	forest
525380.4	2323563	forest
515044.5	2388727	forest
579573.1	2277046	forest
491802.3	2351404	forest
537197.2	2359412	forest
497842.2	2349467	forest
486772.2	2354656	forest
524138.6	2329650	forest
515948.2	2385878	forest
533286.9	2326931	forest
527514.1	2344256	forest
506984.1	2345951	forest
510284.8	2332664	forest
509619.8	2331628	forest
505229.3	2356224	forest
510719.8	2369503	forest
526150.3	2339448	forest
500148.5	2374734	forest
507766.7	2321471	forest
494616.1	2388625	forest
492634.8	2356437	forest
583484.5	2339116	forest
502778.8	2366073	forest
579735	2279102	forest
497985.1	2383180	forest
505246.8	2356112	forest
510792.4	2369749	forest
521321.4	2383452	forest
500386.7	2362971	forest
524375.3	2330634	forest
516672	2342237	forest
510822.3	2385555	forest
498024.5	2391039	forest
545122.8	2323466	forest
511014.5	2322575	forest
526673.4	2315706	forest
487450.9	2359725	forest
511750.1	2318129	forest
508640.9	2344371	forest
511413.3	2324077	forest
494757.8	2369906	forest
496382.3	2355719	forest
491206.3	2350370	forest
518137.4	2339274	forest
519288.7	2336698	forest
495473.5	2366948	forest
486349.6	2351772	forest
496107	2329360	forest
545002.8	2319991	forest
509011	2393894	forest
489632.6	2342857	forest
509899.3	2396030	forest
499323.3	2342170	forest
494262.4	2369060	forest
504485.7	2330693	forest
514739	2395573	forest
514011.2	2346774	forest
535977.9	2361932	forest
503926.4	2350806	forest
517445.4	2333526	forest
525715.3	2389254	forest
529955.8	2320752	forest
529894.1	2349802	forest
525237.6	2318384	forest
525077.6	2316768	forest
613384.4	2338852	forest
498742	2354221	forest
517357.4	2338910	forest
525218.9	2327517	forest
536331.6	2337899	forest
492113.8	2349723	forest
495890.8	2337520	forest
579794.3	2357197	forest
493182.5	2367279	forest
515772.7	2384054	forest
502916.6	2338820	forest
522943	2319697	forest
522466.7	2386054	forest
536970.6	2339113	forest
534763.1	2327133	forest
488394	2340371	forest
584520.9	2347183	forest
542264.7	2323387	forest
488115.6	2344326	forest
527227.8	2372771	forest
504730.6	2353710	forest
489468.8	2377278	forest
507202.9	2356551	forest
487343.5	2359076	forest
528651.8	2324104	forest
505878.8	2324397	forest
526531.3	2338620	forest
511316.7	2332117	forest
514600.1	2382050	forest
538448.6	2323880	forest
505141	2331134	forest
493642.8	2341639	forest
492383.7	2338958	forest
505200.5	2336629	forest
507396.6	2393347	forest
511567.7	2381558	forest
518226.7	2375748	forest
496642.9	2340689	forest
531084.4	2359726	forest
545403.2	2329786	forest
496496.3	2329001	forest
499882.5	2380089	forest
485019.7	2352086	forest
553374.2	2325217	forest
502987.6	2396035	forest
516717.2	2381893	forest
496846.7	2364760	forest
523345.7	2321236	forest
505059.5	2339389	forest
524521.4	2348207	forest
497828.8	2377219	forest
513537.8	2324003	forest
507988.5	2324723	forest
530170.7	2367740	forest
547811.3	2327178	forest
517709.1	2334994	forest
492233	2340692	forest
548109.1	2321467	forest
512291.3	2351081	forest
517692	2339279	forest
509417.4	2385585	forest
522862.2	2381930	forest
508305.5	2369200	forest
512651.5	2359195	forest
520460.6	2344165	forest
501644.8	2388498	forest
507574.4	2332164	forest
535122.9	2327879	forest
509913.4	2321681	forest
535583.1	2337423	forest
504466.5	2350896	forest
507839.4	2397279	forest
576139.3	2339229	forest
501610.4	2329000	forest
556295.1	2325240	forest
586908	2362000	forest
504139.9	2397005	forest
507081.2	2331582	forest
483726.3	2351861	forest
511640.8	2319895	forest
492799.5	2383649	forest
519870.2	2318496	forest
504653.2	2385824	forest
513656.2	2394795	forest
520046	2326437	forest
509975.8	2347358	forest
497708	2354496	forest
525298.2	2389931	forest
500691.3	2357564	forest
523651	2349543	forest
509102.6	2328395	forest
546265.9	2321511	forest
490286	2349975	forest
527831.5	2326445	forest
517312.3	2350640	forest
489800	2356825	forest
505336	2336035	forest
496163.8	2355757	forest
491455.4	2366339	forest
545582.9	2321160	forest
538820.6	2361062	forest
493443.8	2358746	forest
509429.4	2385585	forest
503596.1	2363235	forest
501554.8	2326064	forest
494710.3	2369648	forest
490458.4	2368304	forest
504279.5	2352342	forest
495665.4	2330578	forest
515170.5	2388580	forest
499033.5	2329696	forest
522903.8	2337819	forest
548697.4	2337029	forest
517438.3	2374756	forest
491134.4	2371544	forest
496470.4	2357326	forest
525715.8	2341238	forest
520326.1	2384257	forest
488778.3	2337721	forest
484277.6	2352785	forest
517545.2	2380272	forest
490286.6	2362102	forest
535610.1	2333478	forest
519038	2320875	forest
520599.3	2338340	forest
494023.7	2336155	forest
493580.7	2363730	forest
514869.8	2398338	forest
492146.6	2355303	forest
515413.8	2329752	forest
502936.2	2353894	forest
488980.3	2347869	forest
514950.5	2327223	forest
536013.3	2328592	forest
537043.8	2329201	forest
574613.8	2282975	forest
540305.6	2337039	forest
489557.3	2350520	forest
512470.9	2390503	forest
505396.2	2359701	forest
498098	2379182	forest
503004.7	2362306	forest
545548.8	2330385	forest
494038.5	2367114	forest
503823.4	2327362	forest
490829.8	2350865	forest
520330.8	2338985	forest
494302.7	2382140	forest
484701.4	2349652	forest
494170.7	2382660	forest
519122.4	2334243	forest
496255.2	2358611	forest
531147.9	2317239	forest
504956.1	2383369	forest
501432.4	2378093	forest
500272.1	2377960	forest
550802.9	2335314	forest
505643.6	2392014	forest
486244.4	2346069	forest
495857.2	2368700	forest
522203.3	2327405	forest
502415.3	2334806	forest
514056.3	2356042	forest
534659.5	2333023	forest
503221.3	2388043	forest
528318.3	2381082	forest
491190.4	2381707	forest
490341.8	2376505	forest
501098.4	2331464	forest
576519.6	2281315	forest
500167.6	2356605	forest
512409.5	2316808	forest
494262.1	2344123	forest
494530.9	2370576	forest
504040.9	2397910	forest
497928.4	2357428	forest
505342.8	2339832	forest
507758.5	2362220	forest
524272.1	2315840	forest
481605.5	2358869	forest
493340.4	2329521	forest
545939.4	2319318	forest
487410.4	2342537	forest
493308.5	2374561	forest
505931.4	2382977	forest
509466.8	2351567	forest
526760.4	2329451	forest
508243.5	2353514	forest
499441.4	2364694	forest
491885.5	2370388	forest
523023	2323083	forest
522148.8	2330678	forest
513590.8	2325559	forest
585829.4	2354649	forest
525386.4	2317761	forest
521812.8	2328249	forest
501469.5	2360037	forest
497276.1	2339068	forest
516312.6	2346892	forest
500620.4	2353690	forest
525939.2	2380935	forest
504644.7	2358666	forest
504498	2352596	forest
583471.6	2360417	forest
488385.1	2337434	forest
540787.4	2327342	forest
524141.3	2339476	forest
516156.2	2333971	forest
542813	2324843	forest
530344.4	2367962	forest
511990.5	2351680	forest
517223.3	2374035	forest
515522.2	2351184	forest
492764.3	2350822	forest
485691.2	2353572	forest
525508.4	2336646	forest
587544.1	2324096	forest
488346.9	2340383	forest
481611.8	2358588	forest
517681.8	2316718	forest
529642.1	2314756	forest
497302.3	2328269	forest
524069.8	2340696	forest
494655.3	2337296	forest
517329	2344254	forest
548159.1	2318072	forest
574605.3	2282012	forest
500975.1	2374541	forest
499690.3	2394636	forest
519136.8	2322448	forest
510687.3	2380548	forest
486952.9	2357536	forest
551367.4	2327629	forest
513982.8	2385071	forest
481915.3	2358802	forest
536305.7	2333181	forest
542165.8	2325027	grass
526839.9	2374956	grass
511992.4	2320783	grass
528141.8	2325553	grass
513000.7	2332958	grass
546271.9	2335928	grass
506667.2	2353099	grass
505905.2	2326426	grass
511579.6	2332187	grass
522217.9	2375738	grass
526703.6	2347447	grass
486079.6	2338546	grass
521053.1	2319238	grass
514977.7	2318525	grass
541511.7	2329459	grass
522641.5	2343301	grass
505493.8	2347258	grass
516085.9	2329455	grass
505437.7	2349091	grass
515477.8	2332552	grass
503618	2343398	grass
509957.9	2348870	grass
503023.4	2340596	grass
524472.6	2345295	grass
522800.6	2341486	grass
485069.8	2360119	grass
517226.8	2328557	grass
493213.4	2360456	grass
509955.4	2349045	grass
508824.3	2387874	grass
515453.2	2322331	grass
521080.6	2328696	grass
498112.4	2334798	grass
582196	2364194	grass
512022.2	2355416	grass
505403.1	2333026	grass
509015.8	2330020	grass
505518.2	2327442	grass
507988.7	2325117	grass
511881.3	2345794	grass
513894.5	2337923	grass
505075.4	2333579	grass
498082.3	2362422	grass
503604.1	2351745	grass
526206.1	2331677	grass
515383.4	2335971	grass
507555.2	2341734	grass
520189.9	2348662	grass
497133.8	2357839	grass
502316.7	2344674	grass
548899.3	2333715	grass
504147.7	2357487	grass
490813	2376687	grass
547915.3	2333506	grass
548052.8	2333831	grass
506784.7	2345369	grass
524564.2	2334416	grass
546573.4	2331084	grass
506510.2	2341640	grass
501254.3	2344442	grass
508897.3	2327164	grass
502169.8	2371748	grass
534718.6	2334006	grass
509039.6	2338543	grass
552058.9	2320515	grass
518103.9	2336572	grass
534919.5	2329277	grass
490805.9	2351642	grass
528443.9	2373096	grass
505697.2	2335290	grass
502418.2	2362052	grass
515680.8	2330549	grass
506586.6	2336846	grass
520254.8	2321930	grass
544173.8	2327436	grass
553491.4	2327995	grass
514978.3	2321258	grass
506979.2	2338792	grass
486350.4	2349934	grass
507291.6	2354359	grass
509492.4	2340674	grass
504708.3	2326385	grass
522788.5	2326258	grass
520553.5	2384373	grass
520475.8	2323006	grass
522919.3	2371633	grass
521934	2327313	grass
486017.1	2360361	grass
524955.9	2354728	grass
494637	2340449	grass
515078.8	2330519	grass
516005.3	2371755	grass
489094.5	2360468	grass
512203.2	2333189	grass
523645	2327424	grass
582971.2	2319684	resident
566685.4	2313258	resident
580578.8	2329706	resident
548335.8	2324983	resident
615953.1	2296827	resident
580822.3	2332011	resident
603651.6	2345254	resident
531543.9	2354123	resident
577217.8	2313693	resident
588692.8	2344722	resident
600661.4	2328909	resident
602526.6	2321529	resident
590720	2306774	resident
610259.3	2323789	resident
590539.1	2321027	resident
586261.6	2341997	resident
571111.6	2334201	resident
599758.5	2335483	resident
563053.7	2323996	resident
577047.3	2319536	resident
565979.4	2321123	resident
577402.4	2288638	resident
579296.6	2286747	resident
604531.6	2315828	resident
598343.9	2302638	resident
582501.6	2297942	resident
577213.5	2344532	resident
578786.8	2310082	resident
600099.1	2343191	resident
583224.3	2330727	resident
596915.3	2294866	resident
595529.9	2308304	resident
595370.2	2329030	resident
572879.6	2332495	resident
611430.3	2316045	resident
584396.6	2325634	resident
595960.1	2327816	resident
